t_s,rpm,u1_suction,u2_circ,u3_inlet,Q_Nm3h,p_disch_kPa,T_disch_C,p_suction_kPa,T_suction_C,vib_um
2806,7573,81.7,16.4,78.4,10310.3,197.62,42.62,100.58,24.77,13.30
2807,7572,81.5,16.7,78.2,9894.5,198.33,39.36,101.34,24.86,13.55
2808,7570,81.3,16.9,78.0,10068.9,199.14,40.76,101.59,25.31,14.47
2809,7568,81.0,17.2,77.7,10016.5,198.45,42.87,101.28,24.99,12.88
2810,7567,80.8,17.5,77.5,10117.4,198.23,43.97,101.08,25.23,12.87
2811,7565,80.6,17.8,77.3,9768.7,198.24,42.50,101.44,24.44,13.65
2812,7563,80.4,18.0,77.1,9891.8,198.60,41.78,101.46,24.50,13.21
2813,7562,80.2,18.3,76.8,9701.4,199.05,44.14,101.71,25.22,15.32
2814,7560,80.0,18.6,76.6,9657.5,198.83,41.84,102.02,24.37,13.81
2815,7558,79.8,18.9,76.4,9547.2,199.34,41.10,101.43,25.21,13.65
2816,7557,79.6,19.1,76.2,9605.4,198.70,43.36,101.38,24.73,12.83
2817,7555,79.4,19.4,75.9,9603.5,198.98,41.40,101.66,24.66,12.88
2818,7553,79.2,19.7,75.7,9461.9,198.78,41.37,101.37,25.30,12.74
2819,7552,79.0,20.0,75.5,9297.1,198.40,41.80,101.32,24.22,13.15
2820,7550,78.8,20.2,75.3,9484.2,197.46,42.96,100.62,25.17,14.09
2821,7548,78.5,20.5,75.0,9409.4,198.62,42.57,101.47,25.10,13.00
2822,7547,78.3,20.8,74.8,9310.9,198.90,43.85,101.87,25.73,13.30
2823,7545,78.1,21.1,74.6,9186.4,198.13,44.79,101.22,25.09,14.07
2824,7543,77.9,21.3,74.4,9272.2,198.79,42.70,101.52,25.21,13.64
2825,7542,77.7,21.6,74.1,9170.3,198.69,40.58,101.02,24.07,13.54
2826,7540,77.5,21.9,73.9,9143.9,198.10,42.43,100.66,25.18,13.52
2827,7538,77.3,22.2,73.7,8942.0,198.22,41.27,101.25,25.94,12.68
2828,7537,77.1,22.4,73.5,9229.0,198.84,42.19,101.27,24.91,12.88
2829,7535,76.9,22.7,73.2,8987.0,197.78,39.99,100.62,24.73,12.44
2830,7533,76.7,23.0,73.0,8925.4,198.80,41.47,101.87,24.60,13.59
2831,7532,76.5,23.3,72.8,8834.2,198.31,43.05,101.30,25.50,13.97
2832,7530,76.3,23.5,72.6,8816.5,198.99,43.38,101.98,25.76,13.11
2833,7528,76.0,23.8,72.3,8767.1,198.43,41.98,100.75,25.38,12.21
2834,7527,75.8,24.1,72.1,8608.8,198.29,41.35,101.31,24.32,14.40
2835,7525,75.6,24.4,71.9,8658.0,198.72,40.01,101.66,24.21,13.67
2836,7523,75.4,24.6,71.7,8696.5,198.16,43.12,101.32,24.55,13.46
2837,7522,75.2,24.9,71.4,8526.7,198.52,42.75,101.43,25.63,12.35
2838,7520,75.0,25.2,71.2,8576.4,198.19,42.12,100.96,25.80,13.80
2839,7518,74.8,25.5,71.0,8587.5,197.90,43.71,101.21,25.74,13.13
2840,7517,74.6,25.7,70.8,8350.4,198.70,39.26,101.24,24.74,12.67
2841,7515,74.4,26.0,70.5,8403.2,198.56,42.67,101.17,25.47,13.08
2842,7513,74.2,26.3,70.3,8401.9,197.92,42.06,100.91,25.17,12.87
2843,7512,74.0,26.6,70.1,8347.3,197.36,43.13,100.80,25.31,12.72
2844,7510,73.8,26.8,69.9,8283.7,198.36,43.86,101.51,25.49,13.14
2845,7508,73.5,27.1,69.6,8141.9,199.30,41.72,101.68,24.92,13.17
2846,7507,73.3,27.4,69.4,8206.5,198.25,42.13,101.39,24.99,14.27
2847,7505,73.1,27.7,69.2,8016.1,197.91,42.51,100.77,24.97,13.09
2848,7503,72.9,27.9,69.0,8050.6,198.44,43.14,101.71,25.01,13.23
2849,7502,72.7,28.2,68.7,8142.5,198.12,45.27,101.08,25.75,12.83
2850,7500,72.5,28.5,68.5,7975.0,198.89,42.18,102.18,24.19,13.76
2851,7498,72.3,28.8,68.3,7986.8,198.58,41.19,101.74,25.62,13.68
2852,7497,72.1,29.0,68.1,7867.8,197.64,42.83,100.95,25.08,13.41
2853,7495,71.9,29.3,67.8,7896.9,197.21,40.35,100.91,25.30,13.34
2854,7493,71.7,29.6,67.6,7808.3,197.96,42.21,101.14,24.46,13.76
2855,7492,71.5,29.9,67.4,7850.1,198.56,43.41,101.73,25.39,13.46
2856,7490,71.3,30.1,67.2,7779.5,197.81,42.54,101.06,23.86,13.82
2857,7488,71.0,30.4,66.9,7562.7,197.87,43.87,101.26,24.34,13.10
2858,7487,70.8,30.7,66.7,7660.2,198.36,40.74,101.84,24.75,11.99
2859,7485,70.6,31.0,66.5,7610.6,197.78,43.08,101.02,24.56,13.62
2860,7483,70.4,31.2,66.3,7483.1,198.25,40.95,101.04,24.79,12.84
2861,7482,70.2,31.5,66.0,7515.4,197.88,45.06,101.19,26.48,12.67
2862,7480,70.0,31.8,65.8,7401.9,197.18,41.62,100.59,24.72,12.34
2863,7478,69.8,32.1,65.6,7321.2,198.32,40.21,101.75,24.07,13.05
2864,7477,69.6,32.3,65.4,7327.3,198.25,42.79,101.64,25.21,12.52
2865,7475,69.4,32.6,65.1,7225.6,197.79,43.50,101.31,25.60,12.32
2866,7473,69.2,32.9,64.9,7285.2,197.00,44.25,100.76,25.10,13.12
2867,7472,69.0,33.2,64.7,7281.8,198.19,43.14,101.22,24.94,13.53
2868,7470,68.8,33.4,64.5,7222.8,197.70,42.71,101.11,23.91,12.33
2869,7468,68.5,33.7,64.2,7103.8,197.95,44.08,101.32,25.49,13.00
2870,7467,68.3,34.0,64.0,7093.3,198.00,42.38,101.33,25.71,12.89
2871,7465,68.1,34.3,63.8,6974.0,197.42,42.03,101.20,25.15,13.14
2872,7463,67.9,34.5,63.6,7000.2,197.73,41.80,101.28,25.04,13.27
2873,7462,67.7,34.8,63.3,6863.0,198.18,44.34,101.59,25.25,13.06
2874,7460,67.5,35.1,63.1,6991.1,197.67,41.46,101.38,25.26,12.00
2875,7458,67.3,35.4,62.9,6834.5,198.41,42.84,101.71,25.13,13.14
2876,7457,67.1,35.6,62.7,6707.0,197.25,41.71,100.96,25.57,12.75
2877,7455,66.9,35.9,62.4,6655.0,197.64,42.01,100.91,25.19,12.77
2878,7453,66.7,36.2,62.2,6568.5,198.60,44.57,101.81,24.92,12.71
2879,7452,66.5,36.5,62.0,6604.7,198.20,44.02,101.66,25.34,12.89
2880,7450,66.3,36.7,61.8,6579.6,198.27,41.86,101.64,24.52,12.21
2881,7448,66.0,37.0,61.5,6418.6,197.61,42.08,101.72,25.46,12.77
2882,7447,65.8,37.3,61.3,6506.4,197.51,42.32,100.84,25.19,12.13
2883,7445,65.6,37.6,61.1,6560.6,197.61,44.13,101.08,24.80,12.70
2884,7443,65.4,37.8,60.9,6395.7,197.33,42.86,100.90,25.75,12.41
2885,7442,65.2,38.1,60.6,6424.9,197.97,43.15,101.37,25.72,12.24
2886,7440,65.0,38.4,60.4,6366.5,197.87,44.87,101.47,25.69,13.07
2887,7438,64.8,38.7,60.2,6235.1,197.89,42.44,101.47,24.77,12.95
2888,7437,64.6,38.9,60.0,6131.1,196.80,42.98,100.95,24.97,12.18
2889,7435,64.4,39.2,59.7,6182.9,196.30,41.45,100.65,24.43,14.14
2890,7433,64.2,39.5,59.5,6204.0,196.67,42.28,100.82,25.26,12.70
2891,7432,64.0,39.8,59.3,6146.9,197.43,40.62,101.37,24.39,12.62
2892,7430,63.8,40.0,59.1,6051.5,197.48,45.50,101.14,25.86,14.10
2893,7428,63.5,40.3,58.8,6008.0,197.65,42.50,101.55,24.89,12.22
2894,7427,63.3,40.6,58.6,5995.9,197.59,40.66,101.28,25.36,12.65
2895,7425,63.1,40.9,58.4,5994.3,197.27,41.57,101.69,24.50,11.95
2896,7423,62.9,41.1,58.2,5864.2,197.30,39.49,100.99,24.84,12.18
2897,7422,62.7,41.4,57.9,5793.6,197.41,40.06,101.09,24.09,12.75
2898,7420,62.5,41.7,57.7,5826.1,196.80,39.30,101.42,24.20,12.32
2899,7418,62.3,42.0,57.5,5716.2,197.23,41.65,100.99,25.31,13.32
2900,7417,62.1,42.2,57.3,5726.7,196.23,42.91,100.28,25.32,12.54
2901,7415,61.9,42.5,57.0,5602.7,197.28,40.62,101.09,23.93,11.35
2902,7413,61.7,42.8,56.8,5694.7,197.79,42.67,102.12,24.93,12.01
2903,7412,61.5,43.1,56.6,5635.4,196.76,42.29,101.01,25.61,11.63
2904,7410,61.3,43.3,56.4,5522.7,198.04,43.61,101.63,25.04,12.87
2905,7408,61.0,43.6,56.1,5566.4,197.08,42.57,100.87,25.39,11.50
2906,7407,60.8,43.9,55.9,5417.1,197.84,42.44,100.99,25.69,12.14
2907,7405,60.6,44.2,55.7,5435.7,197.44,41.49,102.06,25.17,12.31
2908,7403,60.4,44.4,55.5,5311.2,196.96,41.58,101.27,24.68,12.57
2909,7402,60.2,44.7,55.2,5280.1,197.54,43.02,101.89,25.61,12.39
2910,7400,60.0,45.0,55.0,5295.4,197.52,42.15,101.99,25.24,12.92
2911,7400,60.0,45.0,55.0,5302.4,196.83,42.20,101.13,25.37,12.82
2912,7400,60.0,45.0,55.0,5208.4,197.31,41.88,101.62,25.42,13.39
2913,7400,60.0,45.0,55.0,5279.4,197.56,40.32,101.25,24.56,13.17
2914,7400,60.0,45.0,55.0,5271.1,196.75,39.91,101.15,24.45,13.23
2915,7400,60.0,45.0,55.0,5280.5,196.68,41.61,101.54,25.15,11.88
2916,7400,60.0,45.0,55.0,5265.9,196.54,42.78,100.94,24.86,12.21
2917,7400,60.0,45.0,55.0,5168.8,197.29,43.63,101.79,25.81,12.16
2918,7400,60.0,45.0,55.0,5317.2,196.75,44.35,101.66,26.06,11.92
2919,7400,60.0,45.0,55.0,5235.0,196.89,42.62,101.23,25.28,12.73
2920,7400,60.0,45.0,55.0,5251.9,197.46,43.52,101.54,24.69,12.79
2921,7400,60.0,45.0,55.0,5343.3,197.41,42.61,101.63,25.75,13.46
2922,7400,60.0,45.0,55.0,5256.1,196.71,41.72,101.34,24.85,13.81
2923,7400,60.0,45.0,55.0,5335.8,197.31,41.12,101.38,24.67,13.09
2924,7400,60.0,45.0,55.0,5158.4,197.75,41.52,101.59,24.74,12.32
2925,7400,60.0,45.0,55.0,5349.9,196.84,38.91,101.38,24.75,11.74
2926,7400,60.0,45.0,55.0,5191.3,196.71,42.99,101.15,25.03,11.84
2927,7400,60.0,45.0,55.0,5259.1,196.62,43.81,100.72,25.22,12.48
2928,7400,60.0,45.0,55.0,5180.8,196.99,39.48,101.00,24.63,13.01
2929,7400,60.0,45.0,55.0,5250.5,197.29,42.33,101.34,24.47,13.17
2930,7400,60.0,45.0,55.0,5327.3,197.19,42.33,101.41,25.15,12.81
2931,7400,60.0,45.0,55.0,5219.8,196.93,41.91,101.35,24.71,12.86
2932,7400,60.0,45.0,55.0,5158.4,197.62,42.82,101.68,25.13,11.59
2933,7400,60.0,45.0,55.0,5236.2,197.29,42.55,101.58,25.73,12.24
2934,7400,60.0,45.0,55.0,5293.7,198.02,39.76,101.97,24.52,11.64
2935,7400,60.0,45.0,55.0,5339.5,197.57,40.99,101.24,25.10,12.05
2936,7400,60.0,45.0,55.0,5232.6,197.37,42.42,101.49,25.34,12.37
2937,7400,60.0,45.0,55.0,5217.1,197.69,41.43,102.16,24.29,12.51
2938,7400,60.0,45.0,55.0,5227.1,197.40,43.08,101.67,25.99,11.63
2939,7400,60.0,45.0,55.0,5247.0,196.33,41.85,100.99,25.20,13.09
2940,7400,60.0,45.0,55.0,5335.4,196.89,38.52,100.77,23.84,12.71
2941,7400,60.0,45.0,55.0,5273.4,197.14,41.66,101.54,25.71,11.44
2942,7400,60.0,45.0,55.0,5204.9,197.74,41.65,101.83,24.61,12.22
2943,7400,60.0,45.0,55.0,5160.1,197.40,41.89,101.53,24.57,13.41
2944,7400,60.0,45.0,55.0,5229.6,196.68,42.37,101.38,24.96,12.27
2945,7400,60.0,45.0,55.0,5228.3,196.93,43.79,101.00,25.82,12.28
2946,7400,60.0,45.0,55.0,5168.5,196.95,42.44,101.51,24.88,12.37
2947,7400,60.0,45.0,55.0,5231.0,197.44,40.52,101.64,24.19,13.31
2948,7400,60.0,45.0,55.0,5213.3,196.98,41.74,101.01,24.96,11.27
2949,7400,60.0,45.0,55.0,5306.5,197.07,43.69,101.07,26.16,13.31
2950,7400,60.0,45.0,55.0,5287.1,196.69,43.32,101.07,24.73,12.26
2951,7400,60.0,45.0,55.0,5273.2,197.02,43.18,101.29,25.25,12.18
2952,7400,60.0,45.0,55.0,5238.2,197.63,41.66,101.86,24.87,12.47
2953,7400,60.0,45.0,55.0,5315.1,197.37,40.61,100.96,24.25,11.19
2954,7400,60.0,45.0,55.0,5234.9,196.84,40.95,100.89,24.69,11.83
2955,7400,60.0,45.0,55.0,5295.2,197.26,41.74,101.35,24.43,13.21
2956,7400,60.0,45.0,55.0,5284.4,196.90,40.33,101.33,24.57,13.99
2957,7400,60.0,45.0,55.0,5247.3,195.96,41.38,100.95,24.45,11.96
2958,7400,60.0,45.0,55.0,5213.0,196.95,42.28,101.81,25.71,13.25
2959,7400,60.0,45.0,55.0,5290.8,197.10,44.07,101.23,25.72,12.32
2960,7400,60.0,45.0,55.0,5285.5,197.48,40.72,101.87,25.16,12.63
2961,7400,60.0,45.0,55.0,5200.8,197.27,44.08,101.49,25.87,12.61
2962,7400,60.0,45.0,55.0,5232.4,196.78,41.21,100.39,24.49,13.10
2963,7400,60.0,45.0,55.0,5288.4,197.02,42.40,101.30,24.44,12.09
2964,7400,60.0,45.0,55.0,5195.0,196.54,42.61,101.08,24.47,11.37
2965,7400,60.0,45.0,55.0,5326.8,197.08,41.35,101.43,25.20,11.97
2966,7400,60.0,45.0,55.0,5325.9,197.93,42.98,102.07,25.50,11.94
2967,7400,60.0,45.0,55.0,5231.9,196.94,38.89,101.19,24.91,11.74
2968,7400,60.0,45.0,55.0,5237.7,197.38,43.86,101.72,25.55,12.31
2969,7400,60.0,45.0,55.0,5214.4,196.74,44.22,101.21,25.21,11.70
2970,7400,60.0,45.0,55.0,5279.3,197.45,42.99,101.46,25.16,12.15
2971,7400,60.0,45.0,55.0,5224.0,197.52,41.33,100.94,25.42,13.22
2972,7400,60.0,45.0,55.0,5235.4,196.41,43.01,100.82,24.74,13.05
2973,7400,60.0,45.0,55.0,5191.4,196.83,42.86,100.99,24.81,13.61
2974,7400,60.0,45.0,55.0,5217.1,196.77,42.69,101.29,24.99,13.16
2975,7400,60.0,45.0,55.0,5343.0,196.73,40.46,100.57,24.29,12.54
2976,7400,60.0,45.0,55.0,5187.6,197.05,42.15,101.50,24.66,13.40
2977,7400,60.0,45.0,55.0,5249.7,197.36,40.33,101.26,24.67,12.19
2978,7400,60.0,45.0,55.0,5278.5,197.45,42.42,101.64,24.40,11.11
2979,7400,60.0,45.0,55.0,5246.3,197.59,40.97,101.89,24.16,11.33
2980,7400,60.0,45.0,55.0,5218.6,197.22,42.37,101.26,25.05,13.11
2981,7400,60.0,45.0,55.0,5273.4,197.79,43.57,101.72,25.43,13.01
2982,7400,60.0,45.0,55.0,5211.4,197.21,44.06,101.69,25.25,12.62
2983,7400,60.0,45.0,55.0,5276.4,196.58,41.91,100.78,25.16,12.51
2984,7400,60.0,45.0,55.0,5318.9,197.27,44.45,101.23,24.61,12.99
2985,7400,60.0,45.0,55.0,5283.3,196.13,44.27,100.62,25.52,12.30
2986,7400,60.0,45.0,55.0,5212.3,197.85,41.84,101.79,24.04,12.98
2987,7400,60.0,45.0,55.0,5146.2,196.71,40.79,101.08,24.39,13.32
2988,7400,60.0,45.0,55.0,5180.6,196.53,40.08,100.90,25.39,11.39
2989,7400,60.0,45.0,55.0,5306.9,197.29,43.00,101.27,24.88,12.22
2990,7400,60.0,45.0,55.0,5231.7,197.39,41.47,101.54,24.54,12.88
2991,7400,60.0,45.0,55.0,5339.1,197.85,44.14,101.60,25.41,13.28
2992,7400,60.0,45.0,55.0,5252.4,197.50,43.56,101.45,25.21,12.44
2993,7400,60.0,45.0,55.0,5172.3,197.41,41.03,101.35,24.48,12.12
2994,7400,60.0,45.0,55.0,5108.8,196.78,42.03,100.71,25.06,12.96
2995,7400,60.0,45.0,55.0,5347.2,196.28,41.81,100.93,25.52,12.31
2996,7400,60.0,45.0,55.0,5209.0,197.21,41.82,101.52,25.07,12.14
2997,7400,60.0,45.0,55.0,5356.5,197.08,45.90,101.41,24.87,12.13
2998,7400,60.0,45.0,55.0,5250.6,197.38,40.30,101.57,25.26,12.84
2999,7400,60.0,45.0,55.0,5340.6,196.87,43.31,101.52,24.91,12.92
3000,7400,60.0,45.0,55.0,5386.0,196.45,41.45,101.22,25.02,13.78
3001,7400,60.0,45.0,55.0,5355.3,196.67,42.90,101.09,25.18,10.99
3002,7400,60.0,45.0,55.0,5320.0,197.81,43.11,101.48,25.04,12.48
3003,7400,60.0,45.0,55.0,5294.0,197.78,40.87,101.86,24.75,11.16
3004,7400,60.0,45.0,55.0,5205.0,197.86,43.66,102.09,25.36,11.73
3005,7400,60.0,45.0,55.0,5273.9,197.28,42.95,100.96,25.38,12.36
3006,7400,60.0,45.0,55.0,5164.8,197.20,43.88,101.53,25.08,12.64
3007,7400,60.0,45.0,55.0,5245.2,197.14,44.75,101.35,24.85,12.55
3008,7400,60.0,45.0,55.0,5173.4,196.52,42.37,100.87,25.85,12.89
3009,7400,60.0,45.0,55.0,5341.2,197.07,42.15,101.36,24.71,13.05
3010,7400,60.0,45.0,55.0,5145.5,197.41,43.88,101.08,25.86,12.27
3011,7400,60.0,45.0,55.0,5330.8,197.61,41.87,101.25,24.16,13.58
3012,7400,60.0,45.0,55.0,5317.9,196.29,42.91,100.92,24.83,13.33
3013,7400,60.0,45.0,55.0,5311.5,196.04,42.20,100.66,25.14,12.02
3014,7400,60.0,45.0,55.0,5226.1,196.00,44.15,100.42,25.43,12.12
3015,7400,60.0,45.0,55.0,5194.9,197.06,43.95,101.40,25.38,12.76
3016,7400,60.0,45.0,55.0,5323.4,196.61,41.28,101.15,25.02,12.48
3017,7400,60.0,45.0,55.0,5288.0,196.24,41.69,101.24,24.30,11.52
3018,7400,60.0,45.0,55.0,5279.7,197.35,42.75,101.53,25.15,13.21
3019,7400,60.0,45.0,55.0,5229.7,197.13,38.54,101.41,24.53,11.47
3020,7400,60.0,45.0,55.0,5307.2,196.93,41.77,101.29,26.18,13.55
3021,7400,60.0,45.0,55.0,5231.6,197.07,39.91,101.60,24.69,13.24
3022,7400,60.0,45.0,55.0,5317.0,197.03,41.33,100.98,24.72,12.00
3023,7400,60.0,45.0,55.0,5362.8,196.32,42.76,101.22,25.18,13.09
3024,7400,60.0,45.0,55.0,5270.8,197.49,43.77,101.93,25.00,12.55
3025,7400,60.0,45.0,55.0,5188.7,197.04,42.96,101.44,25.24,12.11
3026,7400,60.0,45.0,55.0,5214.0,197.59,43.34,101.24,24.07,13.33
3027,7400,60.0,45.0,55.0,5315.5,197.54,45.78,101.80,25.46,12.32
3028,7400,60.0,45.0,55.0,5257.1,197.07,41.61,101.36,24.40,11.71
3029,7400,60.0,45.0,55.0,5205.0,197.09,42.63,101.15,25.30,13.03
3030,7400,60.0,45.0,55.0,5236.7,196.94,43.17,100.96,24.60,12.77
3031,7400,60.0,45.0,55.0,5305.8,196.52,39.64,101.11,24.23,11.82
3032,7400,60.0,45.0,55.0,5294.3,197.99,41.27,101.55,24.64,12.54
3033,7400,60.0,45.0,55.0,5284.4,197.27,41.63,101.70,25.08,12.28
3034,7400,60.0,45.0,55.0,5234.6,196.62,42.52,100.57,24.88,12.62
3035,7400,60.0,45.0,55.0,5280.6,196.42,42.19,101.00,25.26,12.45
3036,7400,60.0,45.0,55.0,5298.3,197.58,41.44,102.19,25.04,12.80
3037,7400,60.0,45.0,55.0,5280.1,196.60,42.54,101.33,24.56,11.57
3038,7400,60.0,45.0,55.0,5148.9,197.52,40.90,101.53,25.37,11.73
3039,7400,60.0,45.0,55.0,5254.0,197.49,42.83,101.68,24.80,11.64
3040,7400,60.0,45.0,55.0,5187.4,196.82,42.85,101.13,25.07,11.93
3041,7400,60.0,45.0,55.0,5231.4,197.40,40.78,101.61,24.05,12.40
3042,7400,60.0,45.0,55.0,5180.0,196.99,41.93,101.37,25.13,13.00
3043,7400,60.0,45.0,55.0,5197.4,196.98,39.57,101.07,24.46,12.32
3044,7400,60.0,45.0,55.0,5267.4,197.10,39.90,101.64,23.50,12.48
3045,7400,60.0,45.0,55.0,5277.1,196.91,43.29,101.32,24.70,12.98
3046,7400,60.0,45.0,55.0,5229.2,197.11,42.20,101.23,25.01,12.60
3047,7400,60.0,45.0,55.0,5273.0,197.54,41.54,102.10,24.29,11.38
3048,7400,60.0,45.0,55.0,5365.0,196.28,42.49,100.61,25.69,12.26
3049,7400,60.0,45.0,55.0,5292.9,196.51,43.50,101.30,25.39,12.85
3050,7400,60.0,45.0,55.0,5277.3,197.64,40.86,101.53,24.88,12.65
3051,7400,60.0,45.0,55.0,5219.0,197.41,42.99,101.44,25.38,11.94
3052,7400,60.0,45.0,55.0,5226.9,196.95,39.29,101.36,24.87,13.17
3053,7400,60.0,45.0,55.0,5293.3,197.09,44.36,101.82,25.84,11.44
3054,7400,60.0,45.0,55.0,5238.8,196.81,42.49,100.84,25.40,12.40
3055,7400,60.0,45.0,55.0,5298.5,197.76,43.69,101.63,25.48,13.65
3056,7400,60.0,45.0,55.0,5260.9,196.99,41.44,101.23,24.89,12.56
3057,7400,60.0,45.0,55.0,5325.8,197.45,41.72,101.91,24.68,11.53
3058,7400,60.0,45.0,55.0,5325.4,197.61,42.76,101.87,24.85,12.53
3059,7400,60.0,45.0,55.0,5307.4,197.56,42.21,101.36,25.58,12.83
3060,7400,60.0,45.0,55.0,5282.9,196.95,40.37,101.39,25.15,13.11
3061,7400,60.0,45.0,55.0,5218.7,196.55,40.79,100.88,25.37,13.58
3062,7400,60.0,45.0,55.0,5259.7,197.60,41.44,101.52,25.79,11.23
3063,7400,60.0,45.0,55.0,5308.7,196.10,44.61,100.92,25.26,11.67
3064,7400,60.0,45.0,55.0,5215.3,196.45,41.12,100.73,25.96,13.35
3065,7400,60.0,45.0,55.0,5217.0,196.88,42.12,101.33,24.64,11.03
3066,7400,60.0,45.0,55.0,5226.8,198.38,44.15,102.13,25.27,12.60
3067,7400,60.0,45.0,55.0,5253.7,197.52,43.61,101.38,25.51,10.91
3068,7400,60.0,45.0,55.0,5284.0,197.04,40.24,101.15,24.94,13.13
3069,7400,60.0,45.0,55.0,5243.2,196.37,42.24,101.12,25.09,13.16
3070,7400,60.0,45.0,55.0,5311.4,196.88,42.40,100.86,24.38,11.96
3071,7400,60.0,45.0,55.0,5226.7,197.92,41.88,102.16,24.78,12.23
3072,7400,60.0,45.0,55.0,5292.2,196.69,41.97,101.37,24.47,11.94
3073,7400,60.0,45.0,55.0,5200.7,196.84,42.51,101.11,25.51,13.02
3074,7400,60.0,45.0,55.0,5117.3,196.64,41.43,100.97,24.83,11.67
3075,7400,60.0,45.0,55.0,5245.5,196.98,42.59,101.40,24.63,13.08
3076,7400,60.0,45.0,55.0,5286.8,196.97,41.53,101.12,25.45,12.94
3077,7400,60.0,45.0,55.0,5300.7,197.59,39.96,101.46,24.12,12.78
3078,7400,60.0,45.0,55.0,5276.0,196.29,42.07,100.82,24.95,12.03
3079,7400,60.0,45.0,55.0,5274.7,198.01,42.76,101.82,25.39,11.49
3080,7400,60.0,45.0,55.0,5288.6,196.79,42.40,100.85,25.18,11.73
3081,7400,60.0,45.0,55.0,5335.2,196.56,41.07,100.79,24.36,12.18
3082,7400,60.0,45.0,55.0,5272.5,197.30,40.70,101.29,24.52,12.30
3083,7400,60.0,45.0,55.0,5298.9,196.28,40.34,100.58,25.31,13.01
3084,7400,60.0,45.0,55.0,5302.1,197.25,42.28,101.19,25.43,11.86
3085,7400,60.0,45.0,55.0,5252.2,196.97,43.01,101.37,24.37,12.04
3086,7400,60.0,45.0,55.0,5160.0,197.24,44.08,101.01,25.36,12.92
3087,7400,60.0,45.0,55.0,5285.6,197.08,39.96,101.19,25.75,12.67
3088,7400,60.0,45.0,55.0,5298.6,196.72,43.64,100.91,24.83,13.56
3089,7400,60.0,45.0,55.0,5259.1,197.58,43.68,101.51,24.99,12.50
3090,7400,60.0,45.0,55.0,5276.3,197.14,44.16,101.67,25.27,13.17
3091,7398,59.9,45.1,54.9,5255.4,196.41,43.89,101.05,25.06,11.37
3092,7395,59.8,45.2,54.8,5246.9,196.77,44.21,101.29,24.17,12.50
3093,7393,59.7,45.3,54.7,5271.8,197.42,42.15,101.98,25.13,12.67
3094,7390,59.6,45.4,54.6,5122.9,196.19,42.56,101.17,24.45,13.00
3095,7388,59.5,45.5,54.5,5215.6,196.67,42.42,101.25,25.46,12.23
3096,7385,59.4,45.6,54.4,5000.8,196.54,42.16,101.33,24.42,13.45
3097,7383,59.3,45.7,54.3,5098.9,196.34,41.57,100.83,24.43,12.39
3098,7380,59.2,45.8,54.2,5092.7,197.16,42.42,101.63,24.38,12.69
3099,7378,59.1,45.9,54.1,5178.4,196.22,41.94,101.30,25.20,12.55
3100,7375,58.9,46.0,54.0,5059.7,196.89,43.78,100.96,25.46,13.04
3101,7373,58.8,46.1,53.9,4978.4,195.28,40.06,100.79,23.93,12.61
3102,7371,58.7,46.2,53.8,5074.6,196.42,44.28,101.26,25.55,13.33
3103,7368,58.6,46.3,53.7,4993.7,195.78,41.82,100.97,24.57,12.00
3104,7366,58.5,46.4,53.6,5026.9,196.43,41.06,101.53,24.65,12.51
3105,7363,58.4,46.4,53.6,4942.7,195.70,42.92,101.07,25.58,11.72
3106,7361,58.3,46.5,53.5,4889.4,195.45,43.20,100.71,24.69,11.87
3107,7358,58.2,46.6,53.4,4897.5,197.03,42.96,101.91,25.04,13.42
3108,7356,58.1,46.7,53.3,4951.7,196.32,41.17,101.62,24.95,12.85
3109,7353,58.0,46.8,53.2,4752.7,196.04,40.82,101.41,24.97,11.48
3110,7351,57.9,46.9,53.1,4797.9,196.02,40.59,101.44,24.88,13.01
3111,7348,57.8,47.0,53.0,4795.1,195.33,44.22,101.00,25.47,11.51
3112,7346,57.7,47.1,52.9,4777.6,196.11,43.31,101.31,24.68,11.88
3113,7344,57.6,47.2,52.8,4726.0,195.34,40.81,101.01,24.81,12.10
3114,7341,57.5,47.3,52.7,4753.8,195.25,42.78,100.38,24.78,12.40
3115,7339,57.4,47.4,52.6,4743.2,195.67,41.78,101.23,25.09,12.10
3116,7336,57.3,47.5,52.5,4668.8,195.36,41.50,100.98,24.16,11.82
3117,7334,57.2,47.6,52.4,4658.8,196.06,40.79,101.57,24.19,12.14
3118,7331,57.1,47.7,52.3,4603.4,195.27,42.49,101.41,24.74,12.42
3119,7329,56.9,47.8,52.2,4685.8,195.77,41.75,101.40,25.27,11.80
3120,7326,56.8,47.9,52.1,4658.8,195.05,42.78,101.02,25.25,13.05
3121,7324,56.7,48.0,52.0,4591.3,195.00,39.12,101.19,24.31,12.75
3122,7321,56.6,48.1,51.9,4567.3,195.79,41.45,101.74,24.70,12.30
3123,7319,56.5,48.2,51.8,4512.2,195.01,41.86,101.43,24.93,12.39
3124,7316,56.4,48.3,51.7,4572.2,195.19,43.30,101.24,25.23,11.90
3125,7314,56.3,48.4,51.6,4462.6,194.03,40.44,100.81,24.92,12.32
3126,7312,56.2,48.5,51.5,4497.5,195.69,43.07,101.71,25.41,11.56
3127,7309,56.1,48.6,51.4,4489.9,195.05,40.52,101.62,24.95,11.79
3128,7307,56.0,48.7,51.3,4494.0,194.75,42.66,101.49,25.40,12.18
